From Date,Dummy,CO,NO2,Ozone,PM10,PM2.5,SO2,AQI
2020-10-02,1,1.6,81.06,19.73,362.72,156.9,10.76,362.72
2020-11-02,1,0.78,81.04,20.39,371.29,161.5,11.49,371.29
2020-12-02,1,0.44,41.16,23.05,224.23,86.79,12.04,224.23
2020-02-13,1,0.33,30.15,29.09,234.93,65.0,10.71,234.93
2020-02-14,1,0.35,37.76,25.0,188.24,59.21,12.48,188.24
2020-02-15,1,0.52,71.73,21.53,207.82,82.5,11.2,207.82
2020-02-16,1,1.29,90.3,20.09,343.55,147.77,12.61,343.55
2020-02-17,1,0.56,74.6,21.78,254.62,98.86,12.09,254.62
2020-02-18,1,1.29,96.36,22.42,298.41,108.12,11.88,298.41
2020-02-19,1,0.45,51.33,29.83,228.39,72.25,11.74,228.39
2020-02-20,1,0.36,42.33,20.83,114.83,49.0,10.45,114.83
2020-02-21,1,0.36,42.25,14.09,96.42,39.58,11.31,96.42
2020-02-22,1,1.14,55.55,15.84,199.29,86.71,11.8,199.29
2020-02-23,1,0.47,46.72,16.33,135.78,50.82,10.89,135.78
2020-02-24,1,0.64,52.96,19.93,210.09,94.94,10.45,210.09
2020-02-25,1,0.92,61.15,16.81,244.28,111.6,11.26,244.28
2020-02-26,1,0.9,53.09,21.48,205.28,91.21,10.08,205.28
2020-02-27,1,0.4,35.61,21.34,153.61,65.53,10.54,153.61
2020-02-28,1,0.28,26.06,22.16,117.33,50.12,9.76,117.33
2020-02-29,1,0.2,26.34,18.63,41.3,19.3,10.77,41.3
2020-01-03,1,1.35,41.29,21.42,187.07,75.83,11.96,187.07
2020-02-03,1,0.72,37.06,27.57,196.57,76.67,11.72,196.57
2020-03-03,1,0.95,42.57,22.84,192.67,70.86,10.51,192.67
2020-04-03,1,0.33,29.66,19.29,63.49,21.5,10.54,63.49
2020-05-03,1,0.21,24.65,21.0,41.38,16.35,10.36,41.38
2020-06-03,1,0.38,23.41,43.42,48.67,21.85,11.71,48.67
2020-07-03,1,1.16,24.83,10.84,143.12,60.23,13.58,143.12
2020-08-03,1,0.42,17.54,8.03,128.09,46.26,14.16,128.09
2020-09-03,1,0.98,32.47,7.99,172.12,76.77,14.67,172.12
2020-10-03,1,0.33,30.0,8.02,103.1,45.07,13.26,103.1
2020-11-03,1,0.21,21.88,17.52,117.54,40.35,14.21,117.54
2020-12-03,1,0.75,44.01,37.29,196.03,59.0,14.87,196.03
2020-03-13,1,0.31,45.91,27.42,83.23,26.3,11.83,83.23
2020-03-14,1,0.52,55.93,32.95,104.78,39.55,11.34,104.78
2020-03-15,1,0.36,59.77,38.28,131.69,49.72,11.86,131.69
2020-03-16,1,0.56,61.79,44.79,143.49,52.16,13.05,143.49
2020-03-17,1,0.87,67.51,45.83,151.99,57.03,13.75,151.99
2020-03-18,1,0.86,69.49,42.34,170.38,66.16,15.76,170.38
2020-03-19,1,0.65,83.76,50.9,176.99,69.01,19.06,176.99
2020-03-20,1,0.65,65.74,48.4,152.34,58.62,17.67,152.34
2020-03-21,1,1.05,64.77,42.69,159.17,72.38,16.03,159.17
2020-03-22,1,0.35,26.53,61.18,88.17,39.67,13.99,88.17
2020-03-23,1,0.74,41.99,39.34,122.86,51.48,15.95,122.86
2020-03-24,1,0.32,21.99,36.19,52.11,21.27,11.91,52.11
2020-03-25,1,0.32,13.78,40.45,65.32,26.17,13.26,65.32
2020-03-26,1,0.3,14.94,33.3,56.78,24.82,12.16,56.78
2020-03-27,1,0.16,12.92,42.0,26.87,13.44,10.73,42.0
2020-03-28,1,0.19,11.22,51.01,50.76,20.87,11.5,51.01
2020-03-29,1,0.23,12.22,62.17,62.26,24.48,12.8,62.26
2020-03-30,1,0.25,14.94,62.77,58.29,25.19,14.31,62.77
2020-03-31,1,0.32,11.47,62.12,57.9,21.81,15.45,62.12
2020-01-04,1,0.38,8.4,63.34,61.98,19.28,13.23,63.34
2020-08-04,1,0.72,15.67,74.79,73.29,15.0,9.51,74.79
